K,A1,A2,A3,A4,A5,A6,A7,A8
6,0,1,0.5,1,1,0.5,1,0
6,0,1,0.5,0.25,0.25,1,1,0
6,0,0.25,0.75,1,0.25,1,0.75,0
6,0,0.25,0.75,0.5,0.75,0.75,0.75,0
6,0,0.25,0.5,1,0.5,0.25,0.5,0
6,0,0.75,0.5,0.5,0.75,0.25,0.25,0
6,0,1,1,0.75,0.75,0.25,0.75,0
6,0,0.5,0.5,0.75,1,0.5,0.75,0
6,0,1,1,0.25,1,1,1,0
6,0,0.25,0.25,0.75,0.25,0.75,0.5,0
6,0,0.75,1,1,1,0.5,0.25,0
6,0,0.5,0.5,1,0.25,0.5,0.25,0
6,0,0.5,0.75,0.5,0.75,0.75,0.75,0
6,0,0.5,1,0.5,0.75,0.75,0.75,0
6,0,0.25,1,0.25,0.75,0.25,0.5,0
6,0,0.75,0.75,0.75,0.25,0.25,0.75,0
6,0,0.25,1,0.25,0.5,0.5,0.5,0
6,0,1,0.75,0.75,0.25,1,0.5,0
6,0,0.5,1,0.75,1,0.75,0.5,0
6,0,0.75,1,1,0.5,0.5,0.75,0
6,0,1,0.25,1,0.75,0.5,0.25,0
6,0,0.5,0.5,0.75,1,1,0.5,0
6,0,1,1,0.5,1,0.75,0.25,0
6,0,0.75,0.75,1,1,0.75,1,0
6,0,0.75,0.5,0.5,0.5,0.75,0.25,0
6,0,0.75,0.5,0.25,0.5,1,0.25,0
6,0,0.75,1,0.75,0.75,0.5,0.75,0
6,0,0.25,1,0.5,0.5,0.5,0.5,0
6,0,0.75,1,0.25,1,0.5,1,0
6,0,0.75,0.75,0.25,1,0.25,0.75,0
6,0,0.75,1,0.5,1,0.75,0.5,0
6,0,1,0.75,0.5,1,0.75,0.5,0
6,0,0.5,0.75,0.25,1,0.25,0.75,0
6,0,0.5,0.25,0.5,0.75,0.75,0.25,0
7,0,1,0.25,0.25,0.25,0.5,0.5,0.75
7,0,0.25,1,0.25,0.75,0.5,0.25,0.25
7,0,0.5,0.25,1,0.5,0.75,0.25,0.75
7,0,0.25,0.75,0.75,0.75,0.5,0.25,0.75
7,0,0.75,1,0.75,1,0.75,1,0.25
7,0,0.25,0.25,0.5,1,1,0.25,0.5
7,0,0.25,0.5,0.5,0.5,1,1,0.75
7,0,0.5,0.5,0.5,1,0.25,0.75,0.75
7,0,0.75,0.25,0.5,1,0.5,0.5,1
7,0,0.75,0.5,0.25,0.75,0.75,0.25,0.75
7,0,1,0.75,1,0.5,0.75,0.75,0.75
7,0,0.5,0.75,0.25,0.75,0.5,1,1
7,0,1,0.25,0.25,0.5,0.5,0.75,0.75
7,0,0.25,1,0.25,0.75,0.5,0.5,0.25
7,0,0.25,0.25,0.25,0.75,1,0.25,0.25
7,0,0.5,0.75,0.5,0.25,1,0.5,0.75
7,0,0.25,0.75,1,1,0.5,0.75,0.75
7,0,1,0.5,0.25,1,0.75,0.25,0.75
7,0,0.5,0.25,1,0.5,0.75,1,0.25
7,0,0.75,1,0.25,0.5,0.5,0.25,0.75
7,0,0.5,0.5,1,0.75,0.5,0.75,0.5
7,0,1,0.25,0.5,0.5,0.75,0.25,0.75
7,0,0.75,0.75,1,1,0.25,0.25,1
7,0,0.25,0.5,0.5,0.25,0.25,0.5,0.25
7,0,1,0.75,0.5,0.5,0.75,0.25,1
7,0,0.5,1,1,0.5,1,1,0.5
7,0,0.5,1,1,0.75,0.75,0.75,1
7,0,0.5,1,0.75,1,0.75,0.5,1
7,0,0.75,0.25,0.5,0.5,0.25,0.75,1
7,0,0.25,0.5,1,1,0.25,0.25,1
7,0,0.5,0.75,0.75,0.5,0.75,1,0.25
7,0,1,0.75,0.5,1,0.5,0.5,0.75
7,0,0.25,0.5,0.75,1,0.25,0.25,0.25
7,0,0.5,1,1,0.75,0.75,0.5,1
7,0,0.75,0.75,1,0.75,1,0.75,1
7,0,1,0.75,1,1,0.75,0.25,0.5
7,0,0.25,0.25,1,0.5,0.75,0.5,1
7,0,1,0.25,0.75,0.75,0.75,1,0.25
7,0,0.5,0.75,0.5,0.25,0.75,0.25,0.75
7,0,1,0.75,1,0.5,0.75,0.25,1
7,0,0.25,0.25,0.75,0.75,1,0.75,0.75
7,0,0.25,0.5,1,0.5,1,0.25,0.25
7,0,1,1,0.5,0.75,0.75,1,0.25
7,0,0.5,1,0.25,0.5,0.5,0.5,0.25
7,0,0.25,0.75,0.25,1,1,0.75,0.5
7,0,0.75,0.5,0.25,0.5,1,0.75,0.25
7,0,0.75,1,0.75,1,0.5,0.25,0.25
7,0,0.75,0.75,0.25,1,0.75,1,0.25
7,0,0.5,0.5,0.25,0.5,0.25,0.5,0.25
7,0,1,0.75,1,1,1,0.5,0.75
7,0,0.75,0.75,0.75,0.5,0.5,0.75,0.75
7,0,0.5,0.75,0.5,0.25,0.75,1,0.75
7,0,1,0.75,0.5,1,0.5,0.25,0.25
7,0,0.25,0.75,0.5,0.25,0.5,0.75,0.75
7,0,0.75,0.25,0.25,0.5,0.25,0.25,0.75
7,0,0.25,1,0.25,0.25,0.75,0.25,0.5
7,0,0.25,0.5,1,0.25,0.5,1,0.5
7,0,0.5,0.25,0.25,0.25,0.5,0.5,0.25
7,0,0.75,0.5,0.25,0.75,0.25,0.75,0.75
7,0,1,0.5,0.5,0.25,0.25,1,1
7,0,0.25,0.75,0.25,0.75,0.5,1,0.75
7,0,0.75,0.75,0.75,0.25,1,0.75,0.5
7,0,1,0.75,0.25,0.75,0.25,0.75,0.5
7,0,0.75,0.75,1,0.75,0.25,0.5,0.5
7,0,0.5,0.5,0.5,1,0.25,0.25,0.25
7,0,0.25,0.25,1,0.25,1,0.75,0.25
7,0,1,0.75,0.5,0.5,1,0.5,1
7,0,0.25,0.25,0.75,0.5,0.5,0.75,0.75
7,0,1,0.75,0.5,1,0.5,0.75,1
7,0,0.25,0.75,1,0.5,0.5,0.5,0.75
7,0,0.5,0.5,0.25,0.25,0.75,0.5,0.75
7,0,0.75,0.75,1,0.75,0.5,1,1
7,0,1,0.25,1,0.75,0.5,0.5,0.5
7,0,0.75,1,0.25,0.5,0.25,0.5,0.25
7,0,0.75,0.5,0.75,0.75,0.5,0.25,0.5
7,0,1,0.25,1,0.75,1,0.75,0.5
7,0,1,0.5,0.5,1,0.25,0.75,0.5
7,0,0.25,0.75,0.5,0.75,0.25,0.5,0.25
7,0,0.25,1,0.5,0.25,1,0.75,0.25
7,0,0.25,1,0.25,0.75,0.25,0.5,0.25
7,0,0.5,0.75,0.25,1,0.25,0.5,0.5
7,0,0.5,1,1,0.25,0.25,0.25,1
7,0,0.25,0.75,0.75,1,0.25,0.75,1
7,0,0.75,0.5,1,1,0.5,0.75,0.5
7,0,0.5,0.25,1,0.25,0.75,0.25,0.75
7,0,0.75,0.25,0.25,0.25,0.25,0.5,1
7,0,0.5,0.5,0.5,0.75,0.25,0.5,0.5
7,0,1,1,1,0.25,0.75,0.5,1
7,0,1,0.25,0.5,0.5,0.25,0.5,1
7,0,1,0.75,1,1,0.25,0.25,1
7,0,0.5,0.75,0.25,0.25,0.75,0.5,0.75
7,0,0.75,0.5,0.5,0.5,0.75,0.75,0.25
7,0,0.75,1,1,0.25,0.5,1,0.75
7,0,0.25,1,0.75,0.25,1,0.25,0.75
7,0,1,0.25,0.75,0.5,0.75,0.25,0.5
7,0,0.25,0.25,0.5,0.5,0.75,0.75,0.75
7,0,0.25,0.5,1,1,1,0.75,0.25
7,0,0.5,1,1,0.75,0.5,0.25,0.75
7,0,1,0.25,0.25,0.5,1,1,0.75
7,0,0.5,1,0.25,0.25,0.25,1,0.75
7,0,0.75,0.75,0.5,0.25,0.25,0.25,0.25
7,0,0.75,1,1,0.25,1,0.5,0.5
7,0,0.5,0.5,0.75,1,0.75,1,1
7,0,0.5,1,0.25,0.25,0.25,0.25,0.5
7,0,1,0.75,0.25,1,0.75,0.75,0.25
7,0,0.75,0.75,0.75,0.5,0.75,1,0.5
7,0,1,1,0.75,0.75,1,1,0.25
7,0,1,1,0.75,0.5,0.25,1,0.75
7,0,0.5,1,1,0.75,0.5,0.25,1
7,0,1,0.5,0.5,0.75,1,1,0.25
7,0,0.25,1,0.75,0.25,0.5,0.25,0.75
7,0,1,0.75,0.75,0.75,0.5,0.5,1
7,0,0.75,1,0.25,0.25,1,1,0.5
7,0,0.5,0.5,0.75,0.25,0.5,1,1
7,0,0.25,1,0.5,0.5,0.75,1,1
7,0,0.5,1,0.5,0.75,0.25,0.5,0.75
7,0,0.75,0.75,0.25,0.5,1,0.75,0.5
7,0,0.75,0.75,0.75,0.25,0.25,0.25,1
7,0,0.5,0.25,0.25,0.5,1,1,0.75
7,0,0.75,0.25,1,0.5,1,0.75,0.25
7,0,0.75,0.5,0.25,0.5,1,0.75,1
7,0,0.25,0.25,0.25,0.25,0.5,0.75,1
7,0,0.25,1,0.5,0.25,0.25,0.25,0.5
7,0,0.25,0.75,0.75,0.75,0.75,0.25,0.75
7,0,0.25,0.75,0.5,1,1,1,0.75
7,0,0.75,0.75,1,0.75,0.75,1,0.25
7,0,0.75,1,0.5,1,0.75,1,0.5
7,0,0.5,0.5,1,1,1,1,0.75
7,0,0.25,0.25,1,0.75,0.5,1,0.25
7,0,1,0.25,1,0.75,0.75,1,0.5
7,0,0.75,0.25,0.75,0.5,1,0.5,1
7,0,1,1,0.75,0.75,0.5,0.75,0.5
7,0,1,0.25,0.5,1,1,0.25,0.5
7,0,1,0.75,0.75,0.5,1,0.75,0.5
7,0,0.75,0.5,0.5,0.75,0.25,0.25,1
7,0,0.75,1,1,0.25,1,0.75,0.25
7,0,1,0.5,0.25,0.5,0.75,0.75,1
7,0,0.75,0.25,0.25,0.5,0.5,1,0.5
7,0,0.75,0.5,0.5,0.75,0.75,1,0.25
7,0,0.5,0.5,0.5,0.25,0.25,0.75,0.25
7,0,0.25,0.5,0.5,0.75,1,0.25,0.5
7,0,0.5,0.5,0.5,1,0.5,1,1
7,0,0.5,0.25,0.75,0.5,0.25,0.5,1
7,0,0.75,1,1,1,0.25,1,1
7,0,1,0.25,0.5,0.25,0.25,1,0.75
7,0,0.25,1,0.75,0.75,1,0.25,1
7,0,0.25,1,0.75,0.75,0.5,1,0.75
7,0,0.5,1,0.5,0.5,0.25,0.75,1
7,0,0.5,1,0.75,1,0.25,0.75,0.5
7,0,1,0.25,0.5,0.75,0.5,1,1
7,0,0.5,0.5,0.25,0.25,0.75,1,0.25
7,0,1,1,0.75,1,1,1,0.25
7,0,1,0.5,0.25,0.5,0.5,0.75,0.75
7,0,0.25,0.25,0.25,1,0.25,0.25,1
7,0,0.75,0.5,1,0.25,1,1,0.25
7,0,1,0.25,0.5,0.25,1,0.75,1
7,0,1,0.5,0.75,0.75,0.75,0.75,1
7,0,0.75,0.25,0.75,0.75,1,0.75,0.25
7,0,0.75,0.75,0.5,0.25,0.25,0.75,0.75
7,0,0.75,1,0.75,0.25,0.25,0.5,1
7,0,1,0.5,0.75,0.75,0.75,0.25,0.75
7,0,0.5,0.5,1,0.5,0.75,1,1
7,0,0.25,1,1,0.25,0.75,0.5,0.5
7,0,1,0.5,1,0.25,0.5,0.75,1
7,0,0.75,0.25,0.25,0.25,0.5,0.75,0.5
7,0,1,0.25,1,0.25,0.25,1,1
7,0,0.5,0.25,1,1,0.5,1,0.75
7,0,0.25,0.75,1,1,0.5,0.25,0.75
7,0,0.25,0.75,0.5,0.75,1,0.5,0.75
7,0,0.5,0.75,1,1,0.5,1,0.75
7,0,0.25,0.5,0.5,0.25,0.5,0.25,0.5
7,0,0.5,1,0.25,0.75,0.5,0.25,0.5
7,0,0.5,0.25,1,0.75,0.75,0.5,0.25
7,0,0.25,0.25,0.75,0.25,0.75,0.75,0.75
7,0,0.5,1,1,0.75,0.75,1,0.75
7,0,0.5,1,1,0.25,1,1,0.75
7,0,0.5,0.25,1,1,0.5,1,1
7,0,0.5,0.5,0.25,1,0.75,0.5,0.75
7,0,1,0.75,0.5,0.75,0.75,1,0.5
7,0,0.5,0.5,0.5,0.25,0.5,0.75,0.5
7,0,0.75,1,1,0.5,0.25,1,0.5
7,0,1,1,0.25,0.5,0.75,0.25,0.5
7,0,0.25,1,1,1,0.25,1,0.75
7,0,0.25,0.25,0.75,0.5,0.25,0.5,0.5
7,0,0.75,0.75,0.5,0.25,0.25,1,0.25
7,0,0.5,0.75,0.75,0.75,0.75,0.75,0.25
7,0,1,0.75,1,0.25,0.5,1,0.25
7,0,0.75,0.25,0.25,1,0.75,0.75,0.5
7,0,0.75,0.75,0.75,0.5,1,0.25,1
7,0,0.75,1,0.25,1,0.5,0.5,0.25
7,0,0.75,0.75,1,1,0.5,0.75,1
7,0,0.25,0.75,0.75,0.5,0.25,0.5,0.25
7,0,0.25,0.25,0.5,0.25,1,0.75,1
7,0,0.25,0.25,0.25,0.25,0.75,0.25,0.5
7,0,1,1,0.25,0.25,0.75,1,0.5
7,0,0.5,0.75,1,1,0.75,1,0.5
7,0,0.75,0.5,0.5,0.75,0.5,1,0.75
7,0,1,0.5,0.5,0.25,0.75,1,1
7,0,0.25,0.25,0.25,1,0.25,0.75,1
7,0,0.5,0.25,1,0.5,0.75,0.5,0.5
7,0,0.5,1,0.5,0.25,0.75,0.75,0.75
7,0,0.75,0.25,0.5,0.75,0.25,0.5,0.25
7,0,1,0.75,1,0.75,0.25,0.5,0.25
7,0,0.25,1,0.75,0.5,1,0.5,0.75
7,0,0.25,0.75,0.5,0.75,0.75,0.75,1
7,0,0.25,1,0.25,1,0.75,0.5,0.75
7,0,0.75,0.25,0.75,0.75,0.25,0.25,0.75
7,0,0.75,0.5,0.75,0.25,0.5,0.25,0.75
7,0,0.25,0.25,0.75,0.75,0.5,1,0.75
7,0,0.25,0.5,0.25,1,0.75,0.25,0.75
7,0,0.25,0.5,1,0.25,0.5,0.75,0.25
7,0,0.5,0.5,0.75,0.75,0.25,0.5,0.5
7,0,0.5,0.5,1,1,0.75,0.5,1
7,0,0.75,0.75,0.25,1,0.25,0.25,0.25
7,0,0.5,0.75,1,0.5,0.5,0.75,0.5
7,0,1,0.25,1,1,0.75,1,0.25
7,0,1,0.5,1,0.75,0.75,1,0.75
7,0,0.25,0.25,0.5,1,0.75,0.25,0.5
7,0,1,1,0.75,0.5,0.75,0.5,0.25
7,0,0.25,0.5,0.5,1,1,0.75,1
7,0,1,0.75,0.75,1,0.5,1,0.25
7,0,0.25,1,1,0.5,0.75,1,1
7,0,0.75,0.25,0.5,0.75,0.5,0.75,0.75
7,0,1,1,0.5,1,1,1,0.5
7,0,0.25,0.75,0.25,0.25,0.75,0.5,0.75
7,0,0.75,1,0.5,0.25,0.5,1,0.75
7,0,0.25,0.5,0.75,0.5,0.75,0.75,0.75
7,0,1,0.75,0.75,0.75,0.75,0.5,1
7,0,1,0.25,1,0.75,1,1,0.75
7,0,1,0.75,0.5,0.75,0.75,0.5,0.75
7,0,0.5,0.75,0.75,0.25,1,0.75,0.25
7,0,1,1,0.75,0.25,0.25,0.5,1
7,0,1,0.75,0.5,0.5,1,0.75,0.25
7,0,0.5,1,0.75,1,0.25,0.5,0.5
7,0,1,0.5,1,1,0.25,0.75,0.5
7,0,0.5,0.5,0.75,0.75,0.5,0.75,0.75
7,0,0.25,1,0.5,0.75,1,1,0.75
7,0,0.75,0.25,0.5,1,0.75,0.5,0.75
7,0,0.5,0.5,0.75,0.75,1,0.5,0.5
7,0,0.5,0.25,0.25,1,0.5,0.75,0.75
7,0,0.75,0.25,1,0.25,0.5,0.75,0.25
7,0,0.75,0.25,1,0.5,0.5,0.75,0.25
7,0,0.5,0.5,0.75,0.5,1,0.75,1
7,0,0.25,0.75,0.5,0.75,0.25,1,0.5
7,0,0.25,0.25,0.5,0.5,0.5,0.5,0.5
7,0,0.25,0.25,0.25,0.75,0.5,0.75,1
7,0,0.5,0.5,1,1,0.5,0.5,0.25
7,0,0.75,1,0.75,0.75,0.75,1,1
7,0,0.5,0.25,0.5,0.5,0.75,1,0.25
7,0,1,0.5,0.5,0.25,0.25,1,0.25
7,0,1,1,0.5,0.75,0.25,0.5,0.75
7,0,0.5,1,0.5,0.75,0.75,0.75,0.75
7,0,0.5,1,0.75,0.5,1,0.5,1
7,0,0.25,0.25,1,0.75,1,0.5,0.75
7,0,0.75,0.5,0.75,0.75,1,0.75,0.5
7,0,1,1,1,0.5,0.75,1,0.25
7,0,0.75,0.25,1,0.25,1,0.25,1
7,0,0.75,0.25,1,0.25,1,0.75,0.5
7,0,1,0.75,1,1,1,0.25,1
7,0,0.5,0.25,1,0.25,0.5,0.75,0.25
7,0,0.5,0.75,0.25,0.25,0.25,0.75,0.75
7,0,0.5,1,0.5,1,0.25,0.5,0.25
7,0,1,0.75,0.25,0.5,0.75,0.75,1
7,0,0.75,0.25,0.25,0.25,1,0.75,0.25
7,0,0.75,0.5,0.75,0.25,1,0.25,1
7,0,0.75,0.5,1,0.75,1,0.75,0.25
7,0,0.25,0.75,0.5,1,0.75,0.5,0.25
7,0,0.25,0.5,1,0.25,0.5,0.25,0.25
7,0,0.5,0.75,0.25,0.75,0.75,0.5,0.75
7,0,1,0.75,0.25,0.25,0.5,0.75,1
7,0,0.25,0.25,1,1,0.25,1,0.75
7,0,0.5,1,0.25,0.25,0.25,0.5,0.25
7,0,0.25,0.25,0.5,0.75,0.25,0.25,0.25
7,0,1,0.5,0.25,0.75,0.75,0.5,0.5
7,0,1,0.5,1,0.75,0.75,0.75,0.75
7,0,1,0.5,1,0.5,0.25,1,1
7,0,0.25,1,1,1,0.75,0.25,0.25
7,0,0.5,1,0.75,0.25,0.25,1,0.75
7,0,0.75,1,1,0.75,1,0.25,0.5
7,0,0.25,1,0.25,1,1,0.75,0.5
7,0,0.5,0.75,0.75,1,0.75,0.5,0.5
7,0,0.75,1,0.5,0.25,1,1,1
7,0,0.5,0.25,0.25,0.75,0.25,0.75,0.75
7,0,1,0.75,1,0.25,0.75,1,0.25
7,0,1,0.5,0.25,1,1,0.75,0.25
7,0,0.5,0.5,0.25,1,0.75,1,0.5
7,0,1,0.25,0.75,0.25,0.5,0.75,1
7,0,0.75,0.75,0.5,0.75,0.75,0.25,0.25
7,0,0.5,0.5,0.5,0.5,1,1,1
7,0,0.25,0.75,1,0.75,0.25,0.25,0.75
7,0,1,1,0.5,0.5,1,0.5,1
7,0,0.5,0.25,0.5,0.5,0.75,1,0.5
7,0,1,0.75,0.5,0.5,1,0.25,0.5
7,0,0.25,0.5,0.5,0.25,0.75,0.75,0.5
7,0,0.5,0.25,0.5,0.5,1,0.25,0.5
7,0,0.5,0.5,0.25,1,0.75,0.25,0.5
7,0,1,1,0.5,0.5,0.75,0.25,0.75
7,0,0.75,0.5,1,0.5,0.75,0.25,1
7,0,0.75,0.25,0.75,0.25,0.75,0.5,0.25
7,0,1,0.25,0.25,0.25,0.75,0.5,0.5
7,0,0.75,0.75,0.5,0.5,0.25,0.25,0.25
7,0,0.75,0.5,0.5,1,0.75,1,0.25
7,0,0.75,0.25,1,0.25,1,1,1
7,0,1,0.75,0.5,1,0.5,0.75,0.25
7,0,0.25,0.75,0.75,1,0.25,0.5,0.25
7,0,0.75,0.25,0.25,0.25,0.5,0.75,0.75
7,0,0.75,0.25,0.75,0.25,0.5,0.75,0.25
7,0,0.75,1,0.5,0.5,0.25,1,0.25
7,0,0.5,0.5,0.25,1,0.5,0.75,0.25
7,0,0.75,0.5,1,0.75,0.5,0.75,0.5
7,0,0.75,0.75,0.5,0.5,0.5,0.25,0.25
7,0,1,1,0.25,1,0.5,1,0.25
7,0,1,0.75,0.5,0.25,0.5,0.75,0.25
7,0,0.5,0.5,1,0.5,0.5,0.75,0.25
7,0,0.5,0.5,1,0.5,0.25,0.5,0.75
7,0,0.5,0.5,1,1,0.25,1,0.5
7,0,0.75,0.25,0.5,0.5,1,0.25,0.75
7,0,0.5,0.5,0.75,0.75,0.5,0.5,0.25
7,0,0.75,0.5,1,0.75,1,0.25,0.5
7,0,0.25,0.25,0.75,0.5,1,0.5,0.5
7,0,0.75,0.75,0.75,0.75,0.25,0.75,0.25
7,0,0.5,0.5,0.25,0.5,1,0.5,0.75
7,0,0.25,0.25,0.5,0.75,0.25,1,0.75
7,0,0.25,0.75,1,0.75,0.5,0.25,0.5
7,0,0.25,0.25,0.25,0.5,0.5,0.5,0.75
7,0,0.25,0.25,0.5,1,1,0.25,1
7,0,0.5,0.5,0.75,0.5,0.5,1,0.5
7,0,1,1,1,1,1,0.75,0.75
7,0,1,1,0.5,1,0.25,0.25,0.25
7,0,0.25,0.75,0.75,0.25,1,1,0.75
7,0,0.75,1,0.75,0.75,1,0.25,0.75
7,0,0.5,0.5,0.25,0.75,1,1,0.75
7,0,0.25,1,0.5,0.5,1,0.25,0.25
7,0,1,0.5,0.5,1,0.75,0.5,0.25
7,0,0.25,0.75,0.75,0.75,0.25,0.25,0.5
7,0,0.5,0.75,0.75,0.25,0.5,0.75,1
7,0,0.75,1,1,1,0.75,0.5,1
7,0,0.5,0.5,0.75,1,1,0.25,1
7,0,0.5,0.75,1,0.25,1,0.25,0.75
7,0,0.25,0.5,0.5,1,0.75,0.5,0.75
7,0,0.75,0.5,1,1,0.5,1,1
7,0,0.75,1,0.25,0.25,0.5,0.25,0.5
7,0,0.25,0.75,0.75,0.25,0.25,1,0.75
7,0,0.5,0.75,0.5,0.75,0.5,0.5,1
7,0,0.75,0.25,0.5,0.75,0.75,0.75,0.75
7,0,1,0.5,1,0.75,0.75,0.5,0.25
7,0,0.75,0.25,0.75,0.25,0.25,0.5,0.75
7,0,1,0.75,0.75,0.25,0.25,0.5,0.5
7,0,1,1,0.25,0.75,0.75,1,0.5
7,0,0.25,0.25,0.25,1,0.75,0.5,0.75
7,0,0.5,1,0.75,1,1,0.25,1
7,0,0.75,0.5,1,0.25,0.5,0.25,0.25
7,0,0.5,1,0.5,0.25,0.25,0.5,0.5
7,0,0.5,1,1,0.75,0.25,0.75,1
7,0,0.5,0.5,0.75,0.75,0.5,1,0.5
7,0,0.25,1,0.25,0.5,1,1,0.75
7,0,0.75,0.25,1,0.5,1,0.5,0.25
7,0,1,1,0.5,0.25,1,0.25,0.5
7,0,0.25,1,0.5,0.75,0.25,0.5,1
7,0,0.25,1,0.5,0.75,1,0.75,0.75
7,0,1,1,0.75,0.5,1,0.25,0.5
7,0,0.5,0.75,0.75,0.75,0.25,0.5,1
7,0,1,0.25,0.5,0.5,0.75,1,1
7,0,1,0.25,0.25,1,1,0.75,0.25
7,0,0.5,0.5,0.25,0.25,0.25,0.75,0.25
7,0,0.25,0.75,0.75,0.5,0.25,0.25,0.75
7,0,0.5,0.75,0.75,0.25,0.25,0.25,0.75
7,0,0.75,0.5,1,0.5,0.25,0.5,1
7,0,1,1,1,0.75,1,0.75,0.5
7,0,0.25,0.75,0.75,0.25,0.5,0.5,0.5
7,0,0.5,0.25,1,0.75,0.25,0.25,1
7,0,0.5,0.25,0.5,0.75,0.75,0.75,0.25
7,0,0.5,0.25,0.5,0.75,1,1,0.25
7,0,0.75,0.75,0.5,1,1,0.75,0.25
7,0,1,0.75,0.5,1,0.25,0.25,0.75
7,0,0.75,0.75,0.25,0.5,1,1,0.5
7,0,1,1,0.25,0.5,0.25,1,0.5
7,0,0.75,1,0.25,0.5,0.25,0.75,0.75
7,0,1,0.75,1,0.25,0.25,0.5,0.25
7,0,0.75,0.75,0.5,0.75,0.25,1,0.75
7,0,0.25,0.25,0.25,1,0.5,1,0.5
7,0,0.25,0.75,0.75,0.75,1,1,1
7,0,0.5,0.25,0.5,0.5,0.75,0.75,1
7,0,0.75,1,0.75,0.75,0.5,0.75,0.5
7,0,1,0.25,1,0.25,0.75,0.5,0.75
7,0,0.25,0.5,0.75,1,0.5,0.75,0.25
7,0,0.75,0.25,0.5,1,1,0.75,1
7,0,1,0.25,0.5,1,1,1,0.25
7,0,0.25,0.5,0.25,1,0.5,0.75,1
7,0,0.5,0.25,1,0.25,0.5,1,0.5
7,0,0.5,0.5,0.75,0.75,1,1,1
7,0,1,1,0.75,0.25,1,1,1
7,0,0.25,0.25,0.5,0.75,0.25,0.5,0.75
7,0,0.5,1,0.25,0.25,0.25,0.5,0.75
7,0,1,1,0.25,0.75,0.75,0.25,0.75
7,0,0.5,0.25,0.5,1,0.75,0.5,0.75
7,0,0.5,1,1,0.25,1,0.5,0.75
7,0,0.75,0.5,0.25,1,1,0.75,0.5
7,0,0.5,0.25,0.25,0.5,1,0.5,0.5
7,0,0.5,0.75,0.75,1,0.5,0.75,0.5
7,0,1,1,0.5,0.75,1,0.25,0.25
7,0,0.25,1,0.75,0.75,0.25,0.25,0.75
7,0,0.25,1,0.25,0.25,0.25,0.5,0.25
7,0,1,0.5,1,0.25,0.75,0.5,0.25
7,0,0.75,0.75,1,1,0.75,1,0.5
7,0,0.25,0.25,0.25,0.5,0.5,0.25,1
7,0,1,0.25,0.5,0.5,1,0.75,1
7,0,0.75,1,0.25,0.25,0.25,0.5,0.25
7,0,0.75,1,1,0.25,0.5,0.5,0.75
7,0,1,0.5,0.5,0.75,0.75,0.25,0.25
7,0,1,0.25,1,0.75,1,0.5,1
7,0,0.5,0.5,0.25,0.75,0.75,0.5,0.5
7,0,0.75,0.25,0.5,0.25,1,0.25,1
7,0,0.5,0.25,1,0.5,0.25,1,0.25
7,0,1,0.5,0.25,0.25,0.5,0.25,0.75
7,0,1,0.5,0.5,0.75,0.25,1,0.25
7,0,0.75,0.5,0.5,0.25,0.5,0.25,0.75
7,0,1,0.5,0.5,0.75,0.75,0.25,1
7,0,0.75,0.75,0.75,0.75,0.25,0.5,0.5
7,0,0.25,1,0.5,0.25,0.5,1,0.75
7,0,0.25,0.5,0.5,0.25,0.5,0.5,1
7,0,0.75,0.25,1,0.25,0.25,0.5,0.75
7,0,1,0.25,0.5,1,1,0.5,0.25
7,0,0.25,0.75,0.75,1,0.75,0.75,0.25
7,0,0.5,0.25,0.25,0.75,0.25,0.25,0.25
7,0,0.75,0.75,0.75,1,1,0.25,1
7,0,1,1,0.5,1,0.75,0.25,1
7,0,0.25,0.5,0.75,0.75,0.25,0.75,0.5
7,0,1,1,0.75,0.75,0.75,1,1
7,0,1,0.5,0.25,0.5,0.75,0.5,0.75
7,0,0.5,0.5,0.75,1,0.75,0.5,0.5
7,0,0.75,0.25,0.5,1,0.25,0.5,0.75
7,0,0.75,0.75,0.5,0.75,1,0.5,0.5
7,0,1,0.75,1,1,1,0.75,1
7,0,0.25,0.5,0.5,1,0.5,1,0.25
7,0,1,0.5,0.25,0.5,0.25,0.25,0.25
7,0,0.5,0.25,0.25,1,0.25,0.25,1
7,0,0.75,0.25,0.25,0.5,1,0.75,0.25
7,0,1,0.5,0.5,1,0.25,0.25,0.25
7,0,1,0.5,0.25,0.75,0.5,1,0.75
7,0,0.5,0.5,1,1,1,0.5,1
7,0,1,0.75,0.25,0.75,0.25,0.5,0.25
7,0,0.25,0.5,0.25,1,0.75,0.25,1
7,0,0.25,0.5,0.25,0.5,0.75,0.75,0.25
7,0,1,0.75,0.25,0.5,1,0.25,0.25
7,0,0.75,0.25,0.25,0.25,0.75,1,1
7,0,0.25,0.75,1,1,0.5,0.75,0.5
7,0,1,0.75,0.25,0.75,0.25,0.75,0.75
7,0,0.25,0.5,1,0.5,0.25,0.75,0.75
7,0,0.75,0.75,0.75,0.75,0.75,0.25,0.75
7,0,0.25,0.75,0.75,0.5,0.75,1,0.25
7,0,0.25,0.25,0.75,1,0.75,0.25,0.5
7,0,1,1,0.75,1,0.5,0.25,1
7,0,0.75,0.75,0.25,1,0.5,1,0.25
7,0,0.75,1,0.25,0.5,0.5,0.25,1
7,0,1,0.75,0.75,0.5,0.75,0.25,0.25
7,0,0.75,0.75,0.5,0.25,0.25,0.75,1
7,0,0.5,0.25,0.25,0.5,0.5,0.25,0.25
